customer_tweet_id,customer_text,apple_tweet_id,apple_text
119531,"@AppleSupport hi can you please help me? my iphone 7 keeps freezing, it has happened like 5 times today and I have to restart my phone every time that that happens bc my screen doesn’t react",119530,"@142522 We’d love to help with the performance of your iPhone. To start, please send us a DM confirming which software version you’re using. You can tap Settings &gt; General &gt; About to locate the software version. https://t.co/GDrqU22YpT"
119538,@115858 the Basingstoke store has the most useless and unhelpful bunch of staff I have ever met. Turning me down and refusing to help me with a manufacturing fault of my phone. Expect me to sort out my own phone or fob me off to the network I brought it from.,119537,@142525 We'd like to look further into what's going on with you. Please meet us in DM so we can gather additional details. https://t.co/GDrqU22YpT
119540,I got a brand new iPhone yesterday and I’m having the same problems that I had with the old one....@115858,119539,@142526 We'd like to help. What kind of issues are you having? We can provide you with specific troubleshooting steps based on that.
117972,@142155 @AppleSupport Thank you! I thought it was just my phone. Come on Apple what’s going on?!,119541,@142527 Maximizing the battery life on your iPhone is vital. We'd be happy to review this for you. Please DM us with more details and we'll go from there. https://t.co/GDrqU2kzhr
120619,@AppleSupport IPhone X please and during a phone call,120621,"@142816 The article we provided also has the steps to use with your iPhone X. If that doesn't work for you, please let us know what happens when you try those steps."
120622,"@AppleSupport Sorry, didn’t read it all the way through. I try that, but during an active phone call, they will not close by swiping or from pressing the close button. Nothing happens, sometimes my phone will freeze up temporarily. (No longer than 5 seconds)",120623,@142816 Are the applications on the iPhone X and the iOS all fully updated to the most recent versions? What apps are open when you have an active call?
120624,"@AppleSupport Fully updated, and I had Facebook, Twitter, Amazon, and YouTube open. Applications/IOS are both updated to most recent",120625,@142816  When you make active calls are you utilizing the Wi-Fi calls feature? Have you attempted to disconnect the Wi-Fi and make a call? This would only be to test if your connection with those apps's internet connection causes any disturbance. Send us a DM. https://t.co/GDrqU22YpT
120620,@AppleSupport I can not close apps while on my iphoneX (during an active call),120618,@142816 We'd like to help. This article will explain how to force quit apps on your iPhone: https://t.co/RqqIctrDWV
120628,@AppleSupport This is what im getting https://t.co/xGcgiTRijM,120626,"@142817 Thanks for the screenshot. If the charger is disconnected does your iPhone stay powered on? If so, after a normal restart does the percentage remain at 1% or show full as expected?"
120632,My phone restarted 3 times it was on 50% then 100% &amp; now its stuck on 1% I kept it on the charger for 4 hours &amp; its still 1% @AppleSupport,120631,"@142817 We'd like to help out. If you disconnect from the charger does your iPhone immediately power off? Also, when you navigate to Settings &gt; Battery are you seeing a notice about service being needed? Let us know and we'll continue to assist."
120646,@AppleSupport my Shake to Undo feature seems to have deactivated itself. What’s going on please? I’m on the latest public release software.,120645,@142821 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
120648,@AppleSupport I need to phone support in reference to a serial number for my MacBook right now. Please provide me a number to call.,120647,"@142822 Hi. We are here to help. So that we can provide the best service options, please DM us and we'll help from there. Thanks. https://t.co/GDrqU22YpT"
117979,"@142155 @AppleSupport My 6s starts as expected at 100% use it for 5 minutes and it needs recharged, really infuriating",120649,@142823 We'd like to look into what's happening on your iPhone. Could you join us in DM to get started? https://t.co/GDrqU22YpT
119471,@AppleSupport It will not connect to my 2015 Explorer with SYNC.,120650,"@142506 Thanks for reaching out. We know how concerning this can be. Let’s look into this together. Do you have any other Bluetooth devices that we can try to connect to the iPhone? Also, did the iPhone 6 connect to the car? If so, what OS was on the iPhone 6?"
120652,"@AppleSupport My iTunes won’t open. I keep getting this login box popping up, and every time I enter my details correctly, it just pops straight back up? Now my MacBook Pro won’t shut down and there is no option to force quit iTunes? https://t.co/REIlLtDt3B",120651,@142824 We'd be happy to help out. DM us more details about your Mac and we'll take it from there. https://t.co/GDrqU22YpT
120654,@AppleSupport downloaded 11.1.2 yesterday. Major keyboard issues! Letters unresponsive with first and even second tap! Poor autocorrect and super sensitive press touch on keyboard as well.,120653,@142825 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
120662,@AppleSupport I have already sent DM long back and followed each and everything they mentioned in article but still same issue. You need to fix it through software update,120663,@142826 We'd love to see what we can do to help out.  Please meet us in DM and we'll work together on this: https://t.co/GDrqU22YpT
120658,@116333 don't just earn money by selling high price mobiles. Battery backup is very worst for iPhone X. For INR 102000 worth mobile doesn't even give half a day battery. Are you kidding me ? Just return my money back. 15000 worth mobile gives better battery backup,120655,@142826 We'd like to help with your battery life. Send us a DM with more details and we'll go from there. https://t.co/GDrqU22YpT
120669,@AppleSupport Can we please stop this shite where clicking the WiFi button in the control centre doesn’t turn it off? Let me choose when I want it to come back!,120667,"@142828 Thanks for reaching out to us for support. The way that works in Control Center has changed. Read more here, and DM if you need more help:

https://t.co/vzVz37YMv0 https://t.co/GDrqU22YpT"
120671,@AppleSupport Well if that don't beat all. Much obliged. A+ customer service. 👍,120673,"@142829 Happy we could help. If there's anything you need in the future, reach out. Take Care."
120672,Anyone else's media keys stopped working since updating to #HighSierra? @115858 pls,120670,"@142829 We'll gladly assist here. Start by doing safe mode as outlined here. https://t.co/PQ4LSYhUTY This will clear some cache files and give us a good foundation. After doing safe mode, reboot normally and test."
120676,@AppleSupport My phone’s battery is dying all thanks to the recent iOS 11 update! It drains out even when I keep my WiFi switched off!!!!,120675,@142830 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT
120681,"And of course my Apple Watch had to screw up on Strava again. I don’t know if it was Strava or Apple Watch’s fault but it needs to be fixed. And no it wasn’t user error, I did the same thing I usually do 😂 @6716 @AppleSupport @115858 work this out please 😩",120680,@142832 Thanks for reaching out. We want to help look into this. What kind of issues are you having with your Apple Watch? DM us and let us know: https://t.co/GDrqU22YpT
120683,"My Apple Watch is still not connecting to Wi-Fi. Did everything: forgetting &amp; reconnecting iPhone Wi-Fi, shutting-off devices &amp; Bluetooth, repairing... Wi-Fi network is 2,4Ghz and 11b/g/n. Called French @AppleSupport. They were so lost I decided to get another coffee ☕️. Help?",120682,"@142833 We're happy to help. Just to make sure we understand, after trying all these steps, your Apple Watch still won't connect to Wi-Fi at all? What iPhone and iOS version do you have? DM us so we can gather additional information to assist you. https://t.co/GDrqU22YpT"
120685,@AppleSupport you guys have racists working for you in NC https://t.co/lq8uAJoR8F you should maybe talk to dave nelson from summerfield.,120684,@142834 Thanks for reaching out. DM us more info about your experience and we'll get you to the right spot. https://t.co/GDrqU22YpT
121506,"@AppleSupport I contacted you guys and no one can help me. Just fix the app, update it.",121508,"@143050 Since this particular issue is not handled over Twitter, we'd recommend to continue and work with the iMovie team who are best suited to look into this with you: https://t.co/IBIY3vMgPj"
121507,This is really annoying please fix it @AppleSupport @115858 #iMovie #applesupport https://t.co/9Y98BdQvpo,121505,@143050 We know how important it is to be able to export your projects and we'd like to help point you in the right direction for support. Please contact our team of specialists for iMovie through the following link: https://t.co/IBIY3vMgPj
121510,"To usando a 47 minutos e já tá 80%, vai se foder @AppleSupport",121509,"@143051 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
121513,@AppleSupport No no no... to add insult to injury. Your new and improved Sierra has just monumentally screwed up my portable harddrive!!!! I am livid with Apple right now!!!! This machine is going to the bin!!!!!!!!!,121515,"@143052  We know how important it is for your Mac to work as expected and we'd like to help. To start, please DM us with details about what's happening and the model of Mac you're using. https://t.co/GDrqU22YpT"
121514,Sorry @115858 @AppleSupport I've had enough! Been trying to get my Mac to produce a very simple movie using iMovie... keeps crashing. Helpdesk suggested I update to High Sierra... did so and it took over an hour. Same problem but now my machine seems unstable! Game over! YouSuck,121512,"@143052 We know how important it is for your Mac to work as expected and we'd like to help. To start, please DM us with details about what's happening and the model of Mac you're using. https://t.co/GDrqU22YpT"
121518,"Dear @115858 I used to have an IPhone, but after IOS 11 update now I have a SlowPhone 👌🏻@AppleSupport wont help much",121517,@143053 Thanks for reaching out to us. We'd like to help you and look into this slowness issue further. Please DM us to continue working on this. https://t.co/GDrqU22YpT
121520,"@AppleSupport yup, I have a glass screen protector and a protective case on my phone. and yes, this is with iOS 11.1.2.",121522,@143054 Good to know. Please send us a DM to continue looking into this. https://t.co/GDrqU22YpT
121521,"@AppleSupport It happens spontaneously at times, but without fail happens every morning for at least 2-3 hours.",121519,"@143054 Thanks for letting us know. Is there a protective case or screen protector on your iPhone at this time? Also, this is occurring on iOS 11.1.2, correct?"
121524,@AppleSupport Yup!,121523,"@143054 How often would you say this issue occurs throughout the day? Do you notice any pattern? For example, do you find this issue happening when you open up a certain app or do something specific on your device?"
121526,Anyone else's phone possessed by demons after the most recent IOS update? My phone will call/text/facetime/open apps/fav tweets and react to texts without me even touching the screen! @AppleSupport help me out!,121525,@143054 That's definitely not an expected behavior. We want to take a look at this issue with you. Does the issue continue even after you restarted your device? How to restart: https://t.co/OWRDHWSt4h
117985,"@142155 @AppleSupport How about a less than year old 7 - dies at 10%, freezes 15 times a day, skips music when multitasking and occasionally will load an app and then freeze up. This is a joke you’re quite right!",121527,@143055 We'd like to look into the issues you're experiencing. Reach out via DM using the link below and let us know what version of iOS you have installed. You can check by tapping Settings &gt; General &gt; About.
121529,@AppleSupport Message sent,121528,@143056 We got your DM. We will meet with you there.
121531,@AppleSupport My laptop’s doing this again https://t.co/xfXChypqAy,121530,@143056 We want to help. Let's continue in DM. https://t.co/GDrqU22YpT
121534,@AppleSupport “Phone”,121532,"@143057 if you haven't yet, the best way to get optimum performance is to create a current backup, then update to the latest version of iOS, 11.1.2. This article will guide you through the process of backing up to either iCloud or iTunes: https://t.co/4f8hwT5to6."
61366,@AppleSupport Apple pls update or make something sow when you scroll down on instagram or Twitter it doesn’t lag,121535,"@143057 Let's look into this behavior together. To get started, which device are you using?"
121538,@AppleSupport my wifi keeps disconnecting I have on iPhone 7 and I’m also running the latest Software ios 11.1.2 help,121537,@143058 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
121541,@AppleSupport if I sell an apple product can the AppleCare+ be passed over to the buyer?,121539,@143059 This article may help: https://t.co/8CjEPFkTCs You can reach out with questions here: https://t.co/IBIY3vMgPj
121543,"@AppleSupport Looking at the list of apps, I saw many which are useful (ie they tell me when a bus or subway will arrive), but have no apparent reason to be backed up. What do I lose by turning them off from being backed up?",121545,"@143060 If those are apps that pull info in real time, you've not a lot to lose by not backing them up. But you'll not gain a lot of space by doing so either."
121544,"@AppleSupport I upgraded to iPhone8 from 6s, and am wondering if I could find out how many old (6s) backups I still have on iCloud. Are backups identified by device?",121542,"@143060 We’d be happy to help with iCloud. You’ll be able to see a list of your backups by device if you tap Settings &gt; [name] &gt; iCloud &gt; Manage Storage &gt; Backup. Let us know if you have any additional questions, and we'll be happy to help further."
121547,Hey @AppleSupport any chance my iPhone X will ever leave Asia? Has gone back and forth between China and Korea three times now.,121546,"@143061 For assistance with your iPhone X order, we want to help get you in touch with our Apple Online Store group here: https://t.co/8yjRd1Xo0i"
121549,@AppleSupport 30 minutos y no abre la pagina!,121548,@143062 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs https://t.co/GDrqU22YpT
121551,"@AppleSupport I’m having trouble with the new iOS update (11.1.2), my apps do not start well since I upgraded my iOS, i need to restart my phone all the time. I need a solution soon. Thanks.",121553,"@143063 Thanks for letting us know, we're happy to help. Do you notice this occurs more often with a specific app or any? Also, are you showing any updates of the app in the App Store? Let us know and we'll continue to assist."
121554,@AppleSupport It happens with any app and all my apps are updated til now.,121555,"@143063 Got it, thanks. Did any of these issues begin before the iOS 11.1.2 update? If so, let us know when it started and the last iOS installed before updating."
121556,"@AppleSupport The last iOS before 11.1.2 was 11.1.1, and the problem started after the update 11.1.2 :(",121557,@143063 Thanks for the details. Send us a DM using the link below and we'll continue to assist. https://t.co/GDrqU22YpT
121561,@AppleSupport I bought one of those chargers that are like 2 ft long a couple months ago and the cable is already ruined,121560,@143064 Thanks for reaching out. Is there any damage present to the cable? We'd like to know more to take a look at your option. Let us know and confirm your country in a DM and we'll continue. https://t.co/GDrqU22YpT
121563,"@AppleSupport hi, could you explain what’s happening to my ipad? and how do i fix this issue? thankyou. https://t.co/Jqny28glGm",121562,@143065 Hi there. You've come to the right place for help. DM us which country you're located in and we'll look into some options for you. https://t.co/GDrqU22YpT
121565,"@AppleSupport Hey I found a glitch with the control center, can you help me with that? iOS 11.1.1",121564,@143066 We'd be happy to look into this for you. Meet up with us in DM and let us know what's going on. https://t.co/GDrqU22YpT
121567,Beyoncé’s posts make my phone freeze. Fix it @115858,121566,"@143067 We'd like to help, but we'll need more details to better understand what's happening. Please provide us more details in DM here: https://t.co/GDrqU22YpT"
121569,Okay @115858. First it was the stupid A symbol everytime I type “I”. Now it’s this for “ I.T “ .... WTF IS I.T ???????????? U ABOUT TO MAKE ME SWITCH TO @122609 WITH THESE DUMBASS GLITCHES,121568,@143068 We want to help with the text prediction issue you're experiencing. Reach out via DM using the link below and let us know what version of iOS you're using. You can check by tapping Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
121571,@AppleSupport please why does my phone ask for my Apple ID almost every time I want to open an app and then crash,121570,@143069 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
122294,@AppleSupport Have both been on now for 30 mins. And totally black screens. Both are original Apple cords. This can’t be a coincidence.,122296,"@143270 You are right, it does seem like something went wrong during the last update that was installed. This is something we can help you fix though. Does iTunes recognize either iPhone while in recovery mode? Learn how to use recovery mode: https://t.co/iYLZzFD8qZ"
122297,@AppleSupport They won’t enter recovery mode. This is really upsetting. How can you guys make products that do this?,122298,"@143270 This isn’t expected behavior, but we’ll work through fixing this together. DM us and let us know what country you live in next. https://t.co/GDrqU22YpT"
122295,@AppleSupport Nope. Neither of them do. Which is crazy. I upgraded my phone(so did my girlfriend)and both our old iPhone 6 models have been stored away. Went to give one to a relative who broke their phone and NEITHER of them even turn on. How is that possible?,122293,"@143270 How long have both devices been connected to a power source? Are you using the original Apple-branded wall adapter and Lightning to USB cable? If so, do you see anything on the displays?"
122300,I high key think that @115858 somehow bricked every iPhone 6 in my house? 2 iPhone 6s left over cause I upgraded. Were working totally fine. Now they won’t turn on? Won’t even work with a hard restart? Gonna tell me that 2 phones just went died.....seems unlikely,122299,@143270 We'd be happy to look into this with you. If you connect to iTunes on a computer do the devices show up?
122303,"@AppleSupport, I completed a 3.7 mile walk workout today but didn’t get my Thanksgiving achievement. https://t.co/1CeL6XH6z6",122301,"@143271 Congrats on completing the activity! We have an article that addresses Activity Badges, https://t.co/xwf6lrIgzJ

Keep in mind, if you complete an achievement, but don't earn the award.
You will earn the award within 9 days of completing the Activity Challenge."
122305,"@AppleSupport So, no change. I deleted the backup, even rebooted, backup is once again ~50GB. Is there anything we can do to analyze this further? Open a ticket? Provide debug data/logs?",122304,"@143272 Thanks for verifying that. From here, let's move to DM. Send us a message with the country you're located in, and we'll follow up there. https://t.co/GDrqU22YpT"
122307,@AppleSupport Have to do that later!,122306,@143272 We’re available every day from 5am-8pm Pacific. Reach out when you're able to check and we'll take it from there.
122309,"@AppleSupport I never understood the size of my old backup, but thinking about it it might have grown buy several gigs after I activated iCloud Photo Library 🤔 This was the first after migrating phones. I can delete and re-create it, but I guess it will remain the same.",122308,@143272 That's what we want to check.
122311,"@AppleSupport Just noticed, my iTunes backup size grew from 10GB to 50GB while iCloud backup is still 6GB with my new phone. Does iTunes save photos from the phone in high resolution even with iCloud Photo Library enabled? Here it says it doesn’t. https://t.co/iZ6wglsK3O",122310,"@143272 No it doesn't, that article is correct.   Have you tried recreating the backup to see if the issue persists?"
122314,"@AppleSupport Hi, i have iPhone 8 plus and its version is 11.1.2 but my problem is I can't use 3G with calling , when i want to call it's 2G",122312,@143273 We're happy to help as much as we can. What country are you located in? Let us know in DM. https://t.co/GDrqU22YpT
122316,@115858 why has my low power mode settings disappeared 🧐🤔help!... https://t.co/8Lg6UqkBl3,122315,@143274 Let's look into this further with you. Have you tried restarting the Settings app or your iOS device?
122318,@AppleSupport @115858 why isn’t my low power mode working 🤔🧐help?!... https://t.co/AutkdiI4n6,122317,@143274 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
122320,@AppleSupport I got a message that said my account was locked. I just want to be sure it was sent from Apple.,122319,@143275 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
122322,"@AppleSupport Thx,everything is working well now after i update once more through itunes &amp; a strong wifi. 😃☺️😉",122321,@143276 We're glad to hear this. Let us know if we can help in the future.
122324,"@AppleSupport pls help,my ip7+ freeze all the time after update ios 11.1.2 &amp; the camera is also got blurry,also couldnt open my photo gallery.what happen?",122323,"@143276 We're happy to help with these issues. What happens when you attempt to open the photo gallery currently? Also, let's see if we can resolve that camera issue with the steps outlined here: https://t.co/r1DRfaFLIU"
122326,@143278 The fingerprint has never worked for me either! C’mon @115858 Fix it!...,122325,"@143277 Hey, let's meet up to discuss any issues you're having with your Apple products today. Here's a link to discuss this in DM: https://t.co/GDrqU22YpT"
122329,"@115858 @AppleSupport after upgrading to the latest #iOS 11.1.2 on my iPad, going back the home screen by finger swiping up isn’t working and screen tilting orientation change isn’t yet sensitive as before in release 10. Work a little bit please #apple #ios #ipad",122328,@143279 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
122331,"@AppleSupport iOS 11.1.2 on iPhone6: battery still drains suddenly (40% to 9% in 5 mins), even the low power mode warning is skipped and it switches off. Was fine with 11.0.x. Are you aware of this?",122330,@143280 We'd like to take closer look. Please join us in DM. https://t.co/GDrqU22YpT
122333,@AppleSupport what’s up with this stupid symbol? Why do i even have I️t?!?!?!? https://t.co/eCrx6bN04G,122332,@143281 Hello. Please check these tips for your next steps: https://t.co/xXaXeeSRt9 Questions? Let us know. We're here for you. https://t.co/GDrqU22YpT
122335,"love my iphone but legit about to fxckn switch phones! update after update and my phone keeps getting more and more crappy! get it together @115858 people pay a lot of money, this should not be happening smfh",122334,@143282 We want you to enjoy updating your devices. Let's look into this together. DM us and we'll continue with you there. https://t.co/GDrqU22YpT
122337,dear @AppleSupport my devices and computer get slower and slower with every update. might want to look into that. not to be rude,122336,@143283 Hi. We're here to help you. DM us and we can look into your issues there. https://t.co/GDrqU22YpT
122339,wondering why tf there’s a green line on my new iphoneX screen @AppleSupport ?,122338,@143284 Help is on the way. When did you first notice that? Send us a DM to get started. https://t.co/GDrqU22YpT
122341,@AppleSupport I’m having trouble accessing your website to purchase something. Any chance you know when it’ll be available again?,122340,@143285 We're happy to help. What happens when you try to make a purchase? Are you getting an error message?
122347,Pretty sad that for some reason I did not get my 5k achievement when I clearly completed my run. #AppleWatch #Apple #activity #TurkeyTrot #5k #AppleSupport #AppleNews #AppleEvent @115858 @143288 @6934 @6935 https://t.co/PLDXFSN5h0,122346,@143287 Congratulations on completing the 5K! Achievement badges are awarded within 9 days of completing the Activity Challenge. This article explains more: https://t.co/xwf6lrIgzJ
123056,@AppleSupport what is this? https://t.co/gVOWWXqaVA,123055,"@143481  Hello. Thanks for connecting with us here. That did not come from us. We'd suggest deleting that text and not clicking any link. There's more information here:

https://t.co/LNMCdqt6fD https://t.co/GDrqU22YpT"
123058,@AppleSupport Version 11.1.2,123057,"@143482 Thanks for confirming that. Next, send us a DM and we'll take a closer look into this. https://t.co/GDrqU22YpT"
123060,@143483 @AppleSupport I have the same problem. Would be interested in hearing about the solution.,123059,@143482 We want to be sure you get the most out of your iPhone's performance. We're happy to help you. Which iOS are you running currently? You can go to Settings &gt; General &gt; About to locate the version.
123064,all my photos and videos from all my concerts got deleted off icloud drive but the pictures of me and someone i don’t associate myself w anymore are still on there 🤔 @AppleSupport fix this b,123063,"@143484 We know how important it is to have your photos and videos and we're happy to do everything we can to help. To start, please DM us with the country where you're located and the device model you're using. https://t.co/GDrqU22YpT"
123066,"@AppleSupport Also I’ll get notifications for old, read texts, and not for newer ones.",123065,@143485 Wounds like we've got a few things happening. We'll be happy to do all we can to help get this sorted out. Next step would be to update fully to iOS 11.1.2 which I the most current version. This guide will offer assistance if you need is: https://t.co/80YRnjDFDk
123070,@115858 I am so tired of this update Siri sounds deaf and doesn’t even work my keyboard is broken apps keep cashing my texts come later than should the phone won’t connect to WiFi when everyone else can my camera is slow to load I get notifications for things that don’t exist HELP,123069,"@143485 You've come to the right place, we want to help with this. What device are you currently using, and which version of iOS?"
123072,@118721 why does all my music from download cards from the records I️ buy disappear from my iTunes after a couple months!? @6964 swan city vultures @143487 southeastern @6965 ultra mega ok...gone. That’s some #shadymoneygrubbingbullshit @115858.,123071,"@143486 We're not exactly sure what's happening, but we'd like to help get your music to stay put on your iPhone. Please DM us more details about what you mean by 'download cards' here: https://t.co/GDrqU22YpT"
123075,Worked fine 2 houers ago @AppleSupport https://t.co/flOS2aDP0O,123073,@143488 We've received your DM and will continue with you there.
123077,@AppleSupport Did the latest update. Problem continues when I FaceTime my wife. She has the same issues on her end as well. Both phones were already restarted and it didn’t fix the problem,123076,"@143489 Thanks so much for reaching back out! So we can look closer into this with you, reach out to us in DM using the link below and we'll continue from there. https://t.co/GDrqU22YpT"
123079,"@AppleSupport Restarting the phone does not work. When my wife and I FaceTime and hit the home button for something, that’s when it triggers the problem. I asked her to hit the home button on her end so when she came back to FaceTime, it triggered it on her end as well",123078,"@143489 Got it, thanks! Recently we did release an update to iOS 11.1.2 that may help with this issue. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6"
123082,"@AppleSupport the latest iOS update is making it that when we FaceTime, both ends have stretched videos.. makes u look like a cone head. Any suggestions on what we should try, or do we have to wait for another bug fix from u guys ? #MoreIOSissues #help",123080,@143489 We'd like to look into this FaceTime issue with you. Is this happening with multiple contacts? Does restarting your iPhone or switching cameras during FaceTime have any impact on the issue?
123084,@AppleSupport Yes. IPhone /6S Plus syncs the same. I deleted quite a few emails from the MacBook Pro (approx 150) but no change on the 6S+/iPad,123086,"@143490 Is it one particular email account, or is it happening with multiple email accounts?"
123087,@AppleSupport Yahoo,123088,@143490 Let's meet up in DM and continue the conversation. https://t.co/GDrqU22YpT
123085,"@AppleSupport Yes. The same email accounts are on my Mac, iPad, and 6S Plus",123083,@143490 Your mail should sync automatically. Are you experiencing anything different with your devices?
123090,@AppleSupport Is there something I need to do to get my mail on Mac (High Sierra) to synch with mail on iPad Pro/iPhone running latest 11 software?,123089,@143490 Hi. We'd be happy to help. Do you have the same email accounts set up on all your devices?
123095,@AppleSupport iPad is on 11.0.2 and iMac is 10.12.6. Same iCloud account on all devices,123094,"@143491 Let's update your iPad to the latest version of iOS: https://t.co/80YRnjDFDk If the issue persists after updating, send us a DM and we will continue working with you. https://t.co/GDrqU22YpT"
123097,@AppleSupport Same Apple ID,123096,"@143491 Are both the iPad and iMac running the most current updates? For the iPad, we've released iOS 11.1.2 and the iMac should be running 10.13.1 to be up-to-date. Do you also have the same iCloud accounts on these devices?"
123099,@AppleSupport I got a new iPhone X and did a restore of backup from previous iPhone. Text replacements did not come with the restore and have not synced to new iPhone X. Is there a way get them to sync? (I have them on iPad and iMac),123098,@143491 Congratulations on your new iPhone X! We'd be happy to help. Did you restore using iCloud or iTunes? Are you signed in with the same Apple ID on all devices?
123101,@AppleSupport @115858 any reason why debit card is being declined after being asked to update when updating apps. Via that path it declines. Via logging in to account proper via website it returns ‘unknown error’. I do have a newly issued card but works everywhere else.,123100,@143492 That is going to be a great question for our iTunes Store support team. Reach them here. https://t.co/SDIe7UiyJN
123104,How do I️ fix the “I” shit on my phone? 🙄 @AppleSupport,123102,@143493 We would be happy to look into this with you. Can you DM us a screenshot of your Settings &gt; General &gt; About section please? https://t.co/GDrqU22YpT
123106,@AppleSupport I mean restart. Power and home button aren’t working.,123105,"@143494 Let's see if we can help with this. Check out our article https://t.co/o7nB3pXfMv for steps to take on an iPhone 8 when it won't respond, let us know if that helps."
123109,Ok @AppleSupport I’m sick of this “I️” situation FIX IT! NOW,123108,@143495 We want to help you with this issue. Which iOS version is your device currently running? We want to make sure that you're running the latest version. You can check this through Settings &gt; General &gt; About.
123111,@AppleSupport 6s 11.1.2,123113,"@143496 Got it, thanks! Going forward, how are you trying to add songs to your iPhone? Also, what happens when you try to add a song, do you get a particular error message?"
123112,Hey @115948 @AppleSupport my Apple Music won’t let me add songs anymore that are out. Wassup with that?? Hit up my messages plz,123110,"@143496 Thanks for reaching out to us today! We know how important your music is, so we'd be happy to look into what's going on. To start, can you let us know which device and software version you're experiencing this issues on?"
123116,@AppleSupport the wall plug thingy I purchased from you a few months ago is broken (the divider piece inside the slot). Do you fix/replace?,123115,@143497 We'd love to help. Reach us via DM to check your service options. https://t.co/GDrqU22YpT
123118,@AppleSupport https://t.co/eoyB4bDXPM,123117,@143498 We want to ensure you get reconnected. When you're ready send us a Direct Message and we'll take it from there. https://t.co/GDrqU22YpT
123123,"@AppleSupport Stops as soon as I scroll over a video (not clicking it, video has no sound playing but is auto playing) However, tapping a video to full screen followed by closing it appears to have fixed the issue for now. A stray “video start” event?",123125,@143499 Understood. Which iOS version is your device running? Let us know in DM and we'll go from there. https://t.co/GDrqU22YpT
123124,Hey @123765 and @115858 why is Twitter app unusable on iOS without losing my podcast/music I’m alreaDy listening to? This only started today and it’s way annoying.,123122,"@143499 We'd like to know more to assist. Which iOS are you currently using? Also, we'd like to clarify do your podcasts and music stop playback when opening the Twitter app? Let us know the details and we'll continue."
123685,"@AppleSupport I use 2 iphone's 7+ as my phone &amp; a 6+ as backup as a Photographer.As a rule I NEVER update my IOS Never,last night put my 6+ on charge and it updated on its own,now I cant use it anymore as soon as I press the home button it goes to a white screen &amp; back here again https://t.co/CDhXDbCc41",123684,@143653 We understand the importance of having your iPhone 6 Plus as a backup for taking photos. Send us a DM and we'll work together towards a solution! https://t.co/GDrqU22YpT
123692,@AppleSupport Yes I have both SMS and MMS enabled. There are people in the group message who are not saved in my contacts but normally I still get their replies but today I am only getting replies from ppl in the group who are in my contact list,123694,"@143655 Thanks for checking. Let's turn off MMS, restart the phone, and turn it back on. Let us know if that resolves the issue."
123693,@AppleSupport ? https://t.co/9WtVenJNtM,123691,"@143655 Hi there. Let's check your Message settings. Do you have SMS and MMS enabled, as shown here? https://t.co/zdkcAVkpSV"
123698,@AppleSupport Yeah I restarted it and it still won’t open just a black screen,123696,"@143656 Got it. Next, send us a DM and we'll take a closer look into this. https://t.co/GDrqU22YpT"
123700,@AppleSupport my Apple Music isn’t working every time I try to open the app it turns to a black screen,123699,@143656 Thanks for bringing this to our attention. Have you tried restarting your iPhone to see if the issue continues?
123702,1 semaine et mon iPhone tombe vraiment en ruine... il ne vibre pas et ne sonne pas. Merci @AppleSupport de faire des mises à jours pour l’iPhone X mais occupez vous des autres aussi,123701,@143657 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
123704,@AppleSupport The cable that came with my iPhone is damaged so I had to buy one at a store. It happens on my iPhone 6s,123706,@143658 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT
123705,"""accessory not supported"" it's not enough that I spent $800 on your product? @115858 @124871 #noiphonex for me #dontupgrade",123703,@143658 We want to assist with this issue. What device is this occurring on? Does this error message appear when you use the lightning cable that came with your iPhone?
123709,Apple really screwed up with this update. The problem when you put I️. My phones constantly freezing and crashing shit sucks. @AppleSupport,123708,"@143659 Great news! An update has been released to address auto correct issues, and provide stability and performance improvements. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6"
123716,@115858 please fix the i️ bs pls,123715,@143662 We'd like to help any way we can. What's your device model and the exact OS version installed? Please let us know both details in DM: https://t.co/GDrqU22YpT
